Response Id,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You enjoy participating in group activities.,You are definitely not an artistic type of person.,Your mood can change very quickly.,You often end up doing things at the last possible moment.,You rarely second-guess the choices that you have made.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You struggle with deadlines.,You like to have a to-do list for each day.,You rarely worry about whether you make a good impression on people you meet.,You feel confident that things will work out for you.,You are prone to worrying that things will take a turn for the worse.,"You have always been fascinated by the question of what, if anything, happens after death.",You usually prefer to be around others rather than on your own.,You find it easy to empathize with a person whose experiences are very different from yours.,You avoid making phone calls.,You often spend a lot of time trying to understand views that are very different from your own.,"In your social circle, you are often the one who contacts your friends and initiates activities.","If your plans are interrupted, your top priority is to get back on track as soon as possible.",Your emotions control you more than you control them.,You often feel overwhelmed.,Personality_numeric
15892,2,1,1,-1,-1,0,1,-1,2,-2,-2,-1,0,1,-2,-1,-2,1,-1,-2,-1,-1,1,-2,-1,3
15898,-3,3,0,3,-3,0,1,0,0,-3,2,1,3,0,0,0,1,0,1,1,-1,0,-2,3,-1,2
15901,0,2,-2,-1,-3,0,0,-1,2,0,0,-2,2,1,0,-2,-1,2,1,-1,-2,-2,0,-1,1,1
15902,1,1,-2,-2,-2,1,-2,-1,-2,1,1,1,-2,2,1,1,3,0,2,-2,1,-2,1,-1,0,4
15903,0,2,0,-3,-3,-1,1,0,-2,-1,-1,1,3,-1,0,0,-1,1,0,0,1,1,-2,-1,-2,3
15905,1,-2,-1,-2,1,0,1,2,0,-1,1,-3,2,0,0,-1,0,0,-2,-2,-2,1,1,-2,3,5
15907,-3,-3,0,0,2,-3,0,3,-1,-1,-1,1,1,-1,-2,-3,-1,2,0,3,-2,0,2,1,0,2
15908,-1,3,-3,2,2,0,2,-2,2,-2,-1,0,-1,1,-2,-1,2,1,-2,-1,0,-2,2,-2,2,1
15910,-3,-1,0,3,-2,1,1,0,0,-1,-2,-3,0,-2,-2,0,-1,0,1,0,-1,2,-2,3,-2,2
15912,-3,-2,-3,1,0,3,2,0,2,-1,0,1,-1,1,-2,-2,3,0,1,0,3,-1,1,3,1,5
15913,2,2,-2,-1,0,2,-1,-3,-2,2,0,1,-2,2,3,2,1,0,1,-2,-2,-3,0,-3,2,4
15914,-1,-2,3,-1,-1,0,1,-2,1,-1,2,-3,2,1,1,1,-2,-2,-1,0,1,-2,-1,2,0,3
15920,3,1,0,0,0,2,2,1,0,0,-2,0,0,0,-2,2,0,0,1,-1,1,2,-1,-2,-2,3
15922,-1,3,-1,-1,0,0,-1,-2,3,-1,3,0,1,2,-1,0,-2,0,-2,-2,-3,-1,-2,-1,0,1
15925,0,2,-2,2,-1,0,-1,-2,-2,0,-1,0,-1,1,0,3,0,-3,1,-1,-2,-3,2,-1,1,4
15939,-2,0,2,3,-2,2,0,-1,0,-3,-1,0,2,0,-2,-2,1,-2,1,1,-2,2,-1,2,0,2
15942,-1,-3,-2,-2,2,1,1,0,1,-2,-1,0,3,-1,0,0,1,0,-2,2,2,-1,-1,-1,1,5
15944,1,2,1,-1,-1,-1,3,-3,-3,-2,-1,-2,3,1,0,1,-3,3,0,-1,-1,0,0,-2,3,3
15948,1,-2,0,-3,-1,-3,3,0,0,0,-1,2,0,-1,2,-3,1,2,1,1,1,-2,1,1,-1,2
15954,-3,2,-3,-1,0,0,1,0,2,-3,0,-1,2,0,-2,-2,-2,0,-1,-1,-2,-2,2,-1,1,1
15955,-1,0,-2,-1,-1,1,3,-2,2,-2,1,-1,-1,2,-1,0,-1,1,0,0,-1,0,1,-2,1,1
15957,-1,-1,-2,-1,2,1,-2,-1,2,-1,0,-3,-3,0,2,1,1,2,-1,0,0,0,1,2,3,4
15958,2,0,-1,-3,0,2,1,2,0,0,-1,0,2,2,0,0,2,0,1,2,-1,-1,2,3,3,5
15962,-1,1,-2,-2,-2,0,1,-1,0,-1,1,-2,1,3,-2,-1,-2,1,-2,-1,-2,-1,1,-1,3,1
15966,-2,-1,3,-1,-1,0,1,0,-2,-3,0,-2,1,2,0,1,-3,-3,0,0,3,-3,-2,2,1,3
15972,-1,-1,1,-2,0,1,-1,-1,-1,-1,1,0,0,1,0,2,-1,-1,-1,0,2,-2,0,1,0,3
15975,-2,2,-2,-1,-2,-1,1,-2,1,-1,2,-2,0,2,0,-1,0,0,1,-1,1,-2,0,-2,1,1
15982,1,2,1,0,1,0,2,-1,1,-3,-1,0,0,-1,-1,0,-1,2,-2,0,0,1,2,-2,2,3
15984,1,1,-1,0,1,1,2,1,2,0,0,1,3,3,2,-1,1,0,-1,2,-2,2,3,2,2,5
15985,1,1,2,-1,-1,1,2,1,0,-2,-1,-2,1,1,0,1,1,0,-2,-1,-2,0,3,-1,-2,3
15989,0,3,1,-2,-1,0,3,-1,0,-2,-1,-1,1,0,-2,1,-1,1,-2,-2,-2,1,0,-2,2,3
15997,-1,-2,1,0,-1,2,0,-1,-2,-2,-1,-1,-1,-2,-1,1,-3,-1,-1,0,0,0,-1,1,1,3
16003,-2,2,-3,-3,2,0,1,2,0,-2,-2,-1,2,0,3,-2,1,0,-3,-2,2,-2,2,0,3,5
16007,2,0,0,-2,1,1,0,2,-1,2,2,-1,1,2,0,-1,-1,3,0,2,-1,1,0,2,2,5
16012,-1,-1,-1,-1,2,1,1,0,0,0,-1,-2,2,-1,-1,1,2,-2,0,-1,2,0,1,-1,3,5
16014,0,2,-1,-1,-2,0,0,-3,1,-2,2,-2,1,2,1,-2,-2,0,0,0,-1,-1,0,0,2,1
16018,2,1,-1,-1,-2,1,-2,-1,-2,1,3,1,1,2,0,2,0,0,2,-1,-2,-1,0,-2,-2,4
16026,1,-2,3,1,-2,-2,0,-2,-2,-1,-2,-2,2,3,-2,-2,-3,-1,0,0,3,-2,0,2,2,3
16029,2,0,0,-2,0,2,-2,-1,-1,3,2,1,-2,0,1,1,2,-2,-1,-2,-2,-2,2,-1,0,4
16033,1,1,0,-3,-1,3,2,1,-3,3,1,1,-1,0,0,1,3,-3,0,0,0,-2,2,-3,-1,4
16041,1,0,-3,0,0,1,2,-2,-3,-1,3,0,0,-1,-2,-2,-1,-2,-3,-1,-1,0,-2,0,-2,1
16048,0,1,0,0,0,-2,0,-1,0,0,0,-2,-1,-2,-1,-1,-2,-1,-2,0,-1,0,-1,-1,-3,1
16049,0,2,0,3,3,1,0,3,1,-1,3,-1,1,1,3,1,1,1,-2,0,-1,2,1,0,0,5
16054,-2,-2,2,-1,-2,1,2,1,0,-1,-2,1,-2,-1,0,-2,0,1,2,-1,-1,-3,0,-1,1,2
16057,-3,1,-1,-1,-1,2,2,2,1,-1,-2,-3,1,-1,0,-1,0,0,0,-3,3,-2,1,-2,-1,5
16058,0,2,-2,-2,-1,2,-1,-1,1,1,0,-1,1,1,-1,-1,1,0,-1,1,1,2,1,3,1,5
16061,-2,-3,2,0,-1,2,-2,0,-2,-3,1,-1,3,1,3,0,0,-2,-2,1,1,-1,-1,1,1,3
16063,1,0,0,0,0,2,-1,2,0,0,2,-1,1,1,1,-1,2,1,-3,0,1,1,1,0,0,5
16064,-3,0,0,2,-2,2,2,-1,0,-2,-1,-2,2,-1,-2,0,0,0,1,1,0,0,-1,1,0,2
16070,3,-3,1,0,2,2,-2,0,-1,-3,0,-2,-2,2,1,2,-1,-1,-2,0,-1,0,3,-2,-2,3
16074,-1,-1,-1,-2,2,1,1,1,1,-2,-2,1,0,-1,-1,1,3,-1,-1,1,1,-1,2,2,1,4
16081,-1,-2,-2,1,-1,0,1,-1,3,-1,1,1,2,-2,1,-1,1,-1,1,-1,0,-2,1,1,2,5
16085,0,1,2,-1,-1,-1,0,1,-1,-2,-1,-2,1,1,0,0,-2,1,-2,-1,0,0,2,-2,-2,3
16086,0,2,-2,-1,2,0,1,1,3,-1,1,1,2,-1,2,-2,2,0,-1,0,-1,1,2,1,0,3
16088,-1,-2,-1,-1,-1,1,1,1,0,-2,-2,0,2,-1,-1,0,-1,-2,-1,2,2,0,-1,2,2,4
16090,0,-3,-1,0,2,3,3,1,1,1,-1,2,2,-1,0,-2,-1,0,0,-1,-1,0,-2,3,2,4
16099,1,1,1,1,1,2,2,1,0,-2,-1,0,2,-2,-2,3,2,-1,0,0,1,-3,2,1,0,4
16104,2,1,-1,-2,2,1,2,1,2,1,0,-2,2,2,2,-2,2,2,-1,1,-2,2,2,2,1,5
16105,0,2,0,1,0,3,1,0,-1,1,0,-2,2,0,-1,-2,-1,0,1,-2,-2,-2,0,-1,0,1
16118,-1,2,-1,1,0,0,2,-2,0,0,-1,-1,1,2,-1,-1,0,1,-1,-1,-2,-1,2,-3,1,1
16119,0,1,0,0,1,2,-1,2,-2,-1,1,1,1,1,2,-2,0,2,-2,1,0,3,0,0,2,5
16120,1,-1,-1,-2,2,2,1,0,0,-1,-2,-3,1,0,1,0,2,-1,-1,-1,0,-1,1,0,1,5
16123,1,0,2,2,-1,-1,0,0,1,0,3,-1,1,-1,1,-1,-1,-2,0,0,0,0,1,0,2,4
16124,-1,-1,-3,-2,0,-1,2,1,1,-3,1,0,1,-3,-3,-1,2,1,0,0,1,-2,1,0,1,4
16133,-3,0,0,-2,1,-2,-2,-3,0,-1,2,0,-1,-1,0,-1,-1,-2,-1,-1,-2,-1,-1,0,1,1
16134,0,-2,2,-1,-1,0,1,0,-3,0,0,0,1,0,-3,1,-1,1,0,0,-1,0,2,3,0,2
16135,-1,0,2,-1,-1,0,2,0,-2,-2,-1,0,2,-2,-2,0,-1,0,0,1,-1,-1,1,2,1,2
16139,-3,0,-1,1,1,1,3,2,-2,1,0,-3,-1,-1,1,-1,0,0,-1,0,2,-2,2,-1,2,5
16140,-1,0,-1,0,-1,1,0,-1,0,0,1,1,2,1,-1,-2,-1,2,-1,-1,0,-2,1,0,1,1
16144,1,-1,-1,-1,-2,2,-2,-2,-2,2,0,1,0,2,2,2,3,1,1,-2,1,-1,0,0,3,4
16152,0,0,-1,-2,-1,2,-2,-2,1,0,0,2,-2,1,1,1,1,-1,0,-2,-2,-2,3,1,2,4
16153,1,2,0,0,1,0,0,0,0,1,0,-3,0,0,-2,-2,2,1,2,-1,-1,-2,-1,-2,1,1
16154,1,1,2,0,0,1,0,-2,-2,-2,-1,-3,0,-1,-1,2,0,0,1,-1,0,0,2,-1,-1,3
16162,-2,2,-2,-1,-2,0,2,-1,1,1,-1,0,-1,0,0,0,0,1,0,-1,-3,-2,0,-2,0,1
16166,0,-1,-1,-3,-1,-2,3,-2,-1,-2,0,0,-2,-2,-1,0,1,2,1,3,1,1,0,3,-1,2
16170,0,0,-1,-1,1,2,2,-1,0,-2,1,1,-1,2,-3,-1,-1,2,-2,-1,-2,-1,0,-1,0,1
16175,-2,2,-2,-2,0,-1,2,-3,-2,0,0,0,-1,-1,-2,1,0,-1,-1,-1,-2,-1,-2,0,1,1
16194,-3,-1,1,0,-1,-3,-2,2,-2,0,0,2,0,-2,-2,0,1,-1,2,1,0,-1,0,1,2,2
16197,-3,-2,2,-1,-1,3,2,-2,-3,-1,2,0,3,0,2,2,-1,-1,-1,2,2,0,-1,3,-1,3
16201,0,2,-2,0,1,2,1,0,-1,2,3,0,2,1,0,-2,-1,2,0,1,-1,0,0,0,2,5
16206,2,2,-1,0,-1,-1,-2,0,0,1,1,2,3,1,0,2,2,-2,2,-1,-2,-1,1,-2,-1,4
16207,-1,-1,-2,-2,1,-1,0,0,1,1,1,-2,0,0,1,0,1,0,-1,2,0,0,1,1,1,5
16208,-2,-3,0,-2,-1,1,-3,-3,0,-1,1,0,1,0,1,1,-2,-2,-2,2,0,0,-3,3,1,3
16210,0,-1,1,-2,0,-2,1,1,0,0,-2,2,2,-1,0,-2,0,2,3,0,-1,-3,3,1,2,2
16214,-3,-1,-2,0,1,3,1,1,2,-1,-1,0,1,-2,0,-3,0,-1,-1,-1,3,-2,1,1,1,5
16220,0,2,-2,-1,0,3,-1,-1,0,1,0,0,2,3,2,0,-1,1,-1,1,0,2,1,0,3,5
16223,-2,-2,0,1,0,0,0,3,0,0,-2,-1,0,-1,-1,-2,-2,1,0,-1,-1,-1,1,-1,0,2
16225,2,2,-2,-2,-2,2,-1,-1,-2,1,1,2,-1,2,2,2,1,0,1,0,-1,-2,-1,-2,1,4
16226,1,1,-1,-3,-2,1,-2,-1,0,1,0,2,0,2,0,1,1,1,0,-2,-1,0,2,-1,0,4
16231,-2,-2,0,0,-2,-1,3,3,2,0,-1,1,1,-2,0,0,1,-2,0,3,0,-2,0,2,3,4
16239,-1,2,-2,-1,-1,0,1,-1,0,-1,3,-1,0,-1,-2,-3,-1,-2,-2,1,0,0,0,1,-3,1
16243,0,2,-2,0,1,-2,0,-2,-1,0,1,-2,-2,-1,0,-2,0,-3,-3,-1,1,-2,0,0,0,1
16245,-1,-3,1,0,0,-3,2,1,-2,-1,-2,2,1,1,0,-1,0,-1,0,3,-2,2,0,0,-1,2
16249,-1,1,3,2,3,2,2,3,1,-3,0,1,0,0,-1,-1,-1,0,3,1,0,0,3,1,-1,2
16250,-1,-2,0,0,0,1,1,-1,0,-1,1,-1,2,-1,0,-1,2,-2,-2,0,0,-1,1,-1,0,5
16251,2,0,-3,-1,-1,2,0,-1,-2,1,1,1,0,2,-2,2,1,0,2,0,-2,-1,0,-1,2,4
16252,-2,-1,1,0,1,2,3,1,0,0,2,2,-1,-2,-1,3,2,-3,-3,1,0,-2,1,3,0,4
16254,0,0,1,2,0,1,3,2,3,0,-1,-1,3,-1,-1,1,-2,-2,1,1,0,2,-1,2,-2,2
16260,1,0,-1,0,0,2,-1,1,1,-2,-2,-1,2,1,3,0,1,-2,-1,-2,2,0,-2,-1,1,5
16264,-1,-1,2,-1,-2,0,3,1,-1,-1,-1,0,1,-1,-2,-1,-1,0,1,3,-2,0,1,3,0,2
16267,-3,-1,1,2,-1,-1,1,3,-2,-1,0,0,2,0,1,-2,-1,-1,-1,0,-3,0,1,-1,0,2
16275,-2,-3,-3,-1,3,0,1,2,2,-2,-2,1,-1,-1,0,0,3,-2,0,-1,2,1,2,1,1,5
16279,0,-1,1,-2,0,0,1,2,3,-1,0,0,1,-2,-3,1,0,-2,-2,2,0,0,2,2,2,4
16281,0,0,1,-1,3,0,-1,2,0,-1,-3,0,-1,-3,2,-1,0,-1,0,-1,0,0,0,-1,0,5
16287,-2,1,1,1,-2,2,3,0,0,0,1,2,1,1,-2,1,-1,2,-2,-2,-2,0,3,-1,1,1
16288,0,-1,0,1,-1,-1,1,0,-1,0,0,0,2,1,-2,0,0,-1,-1,1,-3,-2,0,3,0,2
16292,-2,2,-1,0,-1,1,1,-2,1,-1,1,0,0,-1,0,-2,-2,1,1,-1,-1,-2,-1,-1,-1,1
16299,-1,-2,1,-2,-2,-2,0,2,-2,-3,0,2,1,-1,-1,1,-1,3,3,2,-1,-1,2,1,2,2
16300,-1,0,-2,-2,2,3,1,0,0,-2,-1,-2,2,1,1,0,0,-2,-1,-2,3,-3,2,-2,1,5
16302,-3,-1,1,-1,0,1,-1,0,-3,-2,0,-1,2,1,1,-1,0,-1,-2,2,1,0,-1,2,2,3
16303,-1,0,0,-1,0,2,2,0,2,-2,0,0,2,-2,-1,2,1,-2,-2,0,1,-1,2,1,1,4
16306,-1,-3,-1,-3,1,2,1,1,2,1,0,1,-1,-3,-1,1,2,-2,-3,2,3,0,3,2,2,4
16308,-3,-2,2,-2,0,2,2,0,-1,-3,1,1,-1,-1,0,-1,-1,1,2,1,0,1,2,2,1,2
16310,0,-2,-1,-2,1,3,3,1,1,1,-1,0,2,-3,-3,1,-1,0,0,0,0,-2,1,2,1,4
16313,-1,-1,1,-1,-3,1,0,-3,-1,0,1,-2,1,1,1,1,-3,-2,0,2,3,-2,-2,2,-1,3
16315,1,1,-2,0,-3,0,0,-2,0,-1,3,1,0,2,2,0,-1,1,3,0,-3,-1,0,0,1,4
16318,-2,0,-3,-1,1,2,2,2,-1,0,0,-1,3,0,0,-2,1,0,-3,-1,-1,1,-2,0,2,5
16319,-1,1,-1,-1,-1,2,-1,-1,-2,1,-1,2,-3,-1,1,0,2,-2,2,0,-2,-1,2,-2,1,4
16326,-1,-1,0,-2,-1,-1,3,3,3,-1,-2,-1,2,2,-3,-1,-3,-2,3,0,2,1,-1,1,-1,2
16327,-1,1,-3,-2,1,-1,0,-2,-2,-1,3,-1,-3,0,-2,-1,-1,0,-1,0,-1,0,-1,1,0,1
16330,0,0,-1,-2,0,3,0,-2,0,-1,3,1,-1,1,0,2,0,1,0,-2,-3,-2,-1,-1,0,4
16331,-2,0,-3,-1,0,-1,2,-2,-2,-2,0,1,-2,-2,0,-2,0,0,0,-1,1,-1,-1,3,-1,1
16342,-2,-1,-3,-1,1,0,2,0,-2,-1,1,-1,-2,-2,-1,1,-2,-1,1,-1,-2,1,-1,3,-3,1
16349,-1,1,-2,0,2,0,0,1,-1,-3,-1,0,0,0,-1,2,2,-1,-2,0,1,1,-1,0,1,4
16350,0,2,0,2,1,1,2,2,1,1,2,-2,-2,1,-1,-2,2,1,-3,1,1,-1,-2,2,-2,5
16351,1,0,1,1,-3,1,0,-2,1,0,-1,-1,2,-1,0,-3,-3,-3,1,3,-2,-1,-2,1,1,2
16353,-1,-1,1,-2,-2,0,3,-2,0,-2,0,1,0,-2,0,-2,0,1,1,1,-2,0,1,2,0,2
16355,2,1,-2,-1,2,0,0,-1,2,1,-1,1,0,0,2,-2,2,1,1,2,-3,0,2,1,1,5
16356,-3,1,-1,-2,3,-2,2,-2,-1,-2,-1,1,0,-3,0,-1,-1,2,-2,-2,-1,-2,-2,2,-1,1
16358,0,-2,-1,1,0,1,3,-2,1,0,0,-1,2,1,1,-1,-1,-2,-1,2,-2,0,-1,1,-2,2
16359,0,3,3,0,-1,2,-1,-2,-1,-2,0,-1,0,-1,-1,0,-2,-1,-1,-1,-1,1,0,-2,-1,3
16362,-1,3,-1,1,2,0,0,2,-1,-1,2,0,1,2,3,0,0,1,-3,2,1,2,1,-1,1,5
16363,-1,-1,-2,0,-1,2,-2,-3,0,0,0,2,-2,0,3,0,1,-2,1,-2,-2,-1,2,0,3,4
16364,0,-1,2,0,0,1,2,0,1,-2,-1,-3,0,2,2,-1,2,-2,1,1,3,-3,0,-2,1,5
16366,0,-2,1,2,0,2,0,0,-1,-2,-1,-1,1,-1,0,-2,-1,-1,0,1,-2,1,0,1,-2,2
16367,0,-1,1,0,0,2,1,-2,2,-1,-1,2,-1,0,2,0,-1,-1,0,2,-1,2,-1,0,-2,5
16374,1,0,3,0,-2,1,0,0,1,-2,-1,0,1,-1,1,-1,-1,-1,1,1,-2,1,-1,0,0,2
16375,-3,0,-2,1,3,-2,2,2,0,-3,-1,1,1,-2,-1,0,-1,0,-2,1,1,-1,3,1,2,5
16377,-1,1,0,0,0,2,-1,-2,-2,2,1,0,-2,1,1,1,2,-1,-1,-1,0,-1,2,-1,-1,4
16378,0,3,-2,1,1,-1,0,1,2,2,1,0,2,1,2,-1,0,1,-1,-1,0,3,2,1,0,5
16379,3,0,3,-2,-3,2,0,0,1,-1,-3,1,0,0,-1,-2,-1,-2,-1,0,-2,0,1,-1,0,3
16382,-1,1,1,1,1,-3,1,1,1,-1,-2,2,0,-2,-3,-1,-2,1,2,1,-2,0,1,2,3,2
16383,-1,0,-2,-1,0,0,2,-1,-1,-1,0,-2,-2,-2,0,0,-2,-1,-2,0,0,0,1,1,0,1
16384,-2,-2,0,-1,-2,0,1,3,-1,-2,0,0,2,0,-2,0,0,3,1,0,-1,-1,1,2,2,2
16385,1,3,-1,-1,-2,2,-2,-2,0,1,1,3,-3,2,2,1,2,-1,2,-2,-3,-3,1,-1,2,4
16386,1,2,-1,0,0,2,2,0,0,-2,-1,0,-1,2,-3,0,1,1,-1,0,2,2,-1,1,-2,3
16388,-3,2,-1,-1,0,-1,0,0,0,-1,2,-2,0,0,1,-1,-1,-1,-1,2,-3,-1,-1,1,-2,1
16389,-3,0,-1,-1,3,0,0,2,-1,-1,-2,0,0,-2,-1,0,2,-2,-1,0,2,0,3,0,-1,5
16391,-2,2,-1,-2,1,2,1,2,1,2,1,-1,2,1,2,-1,0,2,-2,2,-3,2,1,2,1,5
16394,1,1,1,-2,-2,3,-1,-1,-2,-1,0,-2,1,-1,-3,3,-1,-2,-1,-3,-1,3,0,-1,-3,3
16396,-1,1,-2,-3,1,3,0,2,0,0,0,-2,3,1,1,0,1,1,-1,1,1,3,2,3,1,5
16398,-1,-2,2,-2,-3,0,-3,1,1,-2,0,-2,3,2,3,3,0,0,-3,3,1,1,-1,1,2,3
16399,-2,-1,0,-1,2,1,1,-1,-2,-2,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,0,-2,2,-1,1
16404,1,0,1,2,1,1,0,0,2,0,-1,-1,3,0,-1,-3,-1,-2,-1,3,0,0,1,1,0,2
16407,0,2,1,-1,-1,-1,0,0,-2,0,0,0,3,-1,-2,1,0,0,1,2,-2,1,1,2,2,2
16409,-3,0,0,-2,0,-1,-1,0,-2,-2,1,-1,-1,-2,0,-2,0,1,1,-1,0,-1,1,2,0,1
16412,-2,-1,1,-3,-1,2,-1,-1,-1,-1,0,0,2,1,2,3,-1,-2,0,2,2,-2,-1,0,-1,3
16414,0,-1,0,1,-3,0,-1,2,1,-2,-1,-1,1,-1,-2,0,-1,0,2,1,1,3,1,1,1,2
16415,-2,0,-2,-1,0,3,1,0,-1,-1,-1,-3,-1,0,-1,-2,2,1,-2,0,-1,-2,1,1,-1,1
16416,2,2,0,1,1,1,-1,2,0,2,0,0,-1,2,1,-1,2,1,-3,3,-1,1,1,1,2,5
16418,0,1,0,0,0,2,1,-2,-1,-1,-2,0,0,2,-2,1,-2,2,0,-2,0,2,2,-1,-2,3
16419,-3,0,-1,-2,2,-2,2,-1,0,-2,1,-1,-1,-1,-1,-1,-2,0,0,1,-1,-1,-1,1,-1,1
16420,-2,-3,1,-1,0,2,-1,0,-1,-3,0,-2,2,1,3,1,1,-1,0,0,1,-1,0,0,0,3
16422,-2,1,-2,-1,1,-1,3,2,1,-2,-1,-1,0,1,1,-2,1,-1,-3,-3,1,-2,0,-1,0,5
16423,-3,2,1,-2,3,-1,1,1,1,-2,1,-3,-1,0,-1,-1,-2,1,-3,1,-1,-2,-1,2,-1,1
16426,3,1,2,1,-1,0,1,-3,-1,-3,0,-1,0,0,-2,2,-2,1,1,-1,0,0,1,-1,-1,3
16427,0,-1,0,-2,1,3,-2,-1,1,1,3,1,1,-1,2,0,0,-2,-1,1,-2,1,-2,1,2,3
16429,0,1,-1,-1,2,1,1,1,1,0,2,-1,2,2,2,-2,1,2,-1,1,-1,2,1,2,2,5
16430,0,1,0,-1,-2,2,0,-3,2,-1,2,-3,3,2,0,-2,-3,-1,-2,-1,-3,0,-2,1,0,1
16433,-1,-3,-3,-2,-1,0,0,2,1,-3,-1,-2,1,-3,-2,-2,3,-1,-2,0,3,0,0,3,1,4
16439,-1,-1,2,-2,1,3,3,-2,1,-1,-2,1,1,-1,-1,1,1,-2,-1,1,1,-2,3,3,0,4
16442,-3,1,2,1,-3,0,1,-1,2,-1,1,0,1,-2,-1,-2,-2,-3,3,1,-3,0,-1,1,1,2
16448,1,-2,1,-2,-1,-1,3,0,-2,0,-2,1,-1,-1,0,-2,0,2,1,1,1,-1,1,1,-1,2
16450,2,0,-1,-1,2,3,-2,1,-3,0,1,2,2,0,2,-1,2,1,-2,1,1,1,1,0,1,5
16454,-2,0,0,0,-1,1,3,2,1,-2,-3,-1,0,-2,-1,-3,-2,2,0,0,-3,2,0,1,2,2
16455,0,-2,-1,-2,1,2,1,2,3,-2,-1,0,1,-3,0,-1,1,1,-1,0,1,0,3,1,0,4
16464,-2,-1,1,0,0,1,-1,-1,-2,0,1,1,2,1,0,0,1,-3,-3,1,2,0,0,0,0,3
16468,2,-1,0,1,-2,-1,-1,-1,-1,-1,2,-2,2,2,2,2,-3,1,-1,3,2,0,-1,2,-1,3
16471,-2,-2,-1,-1,3,-1,1,-2,2,0,-1,0,3,-3,2,-2,-1,-2,1,1,1,-3,2,-1,1,5
16472,-2,1,1,1,1,0,-1,0,-2,-1,1,0,0,1,0,-1,-2,-3,0,-1,-3,-1,-2,1,-2,1
16479,0,-1,2,-1,0,1,0,-1,0,-1,0,0,3,2,2,2,-1,-1,-1,3,1,-1,0,2,1,3
16482,-2,-1,0,-2,0,-1,2,1,1,-3,-1,2,2,-3,2,0,2,-1,-3,-1,-2,0,0,-2,-1,5
16483,3,1,-2,-1,-1,1,-1,-3,1,3,-1,1,0,1,0,3,1,-3,3,-2,-3,-2,1,-2,1,4
16486,-1,-3,3,-1,0,0,-1,-1,0,-2,1,-1,-2,-2,2,-1,3,-2,0,1,0,-2,3,-3,-1,5
16491,-1,0,-3,-1,1,1,0,-3,-2,2,0,-1,-3,-2,-1,0,-1,-2,-1,-2,-1,0,-1,0,-1,1
16494,-1,0,1,0,0,0,0,0,-1,0,0,0,0,-2,-3,-1,-1,1,0,-2,-2,-1,0,0,2,2
16495,1,1,-3,-2,0,0,-3,-2,-2,2,1,1,-2,2,1,2,1,0,1,-2,0,-1,0,-2,1,4
16500,0,-2,1,-1,1,2,2,2,3,-2,-2,1,1,-1,1,2,0,0,-1,1,0,-3,3,0,2,4
16503,3,2,0,1,-1,0,1,-1,2,-2,-1,-1,-1,3,-1,-1,-2,2,-1,0,-1,-3,3,0,0,3
16505,2,0,2,2,1,2,1,2,1,-1,-2,0,1,-2,-3,-3,-1,-2,1,0,-3,0,1,0,-1,2
16506,-1,-2,-1,-1,-1,1,1,2,2,-2,-2,-2,1,-2,-1,-1,0,-1,1,2,0,1,-1,0,-2,2
16508,2,-1,1,1,1,1,2,-1,-1,-2,-2,-1,0,0,-2,2,-2,1,1,-2,0,0,2,-2,-1,3
16510,-2,-1,-1,-1,-1,0,1,2,1,0,-3,-1,1,0,-3,-1,-2,-1,0,0,-1,2,-1,1,-1,2
16511,1,1,-1,-3,1,2,-2,-2,0,2,1,1,-2,0,2,1,2,0,-1,-2,-1,-1,1,-1,1,4
16519,3,1,-2,-3,-2,2,-1,0,-2,0,2,3,0,2,3,-1,0,0,-1,1,-2,-1,-1,-2,1,4
16520,0,2,0,1,2,-1,2,-1,-3,0,2,-1,-1,1,0,-1,-1,-1,-2,-1,-1,-3,-3,1,-1,1
16522,-1,-3,-1,-1,1,1,0,-1,2,-1,-1,1,1,-2,2,-2,0,0,-2,0,0,-1,1,-2,0,5
16525,2,0,-2,-1,-1,3,1,1,1,2,1,1,3,2,1,-2,-1,-1,-3,2,0,-1,1,0,-1,5
16526,1,1,1,0,0,-3,1,0,2,0,2,1,1,-2,0,-1,0,1,1,1,-1,-1,0,1,0,2
16527,2,0,0,-2,-2,-2,2,1,-2,2,-1,2,1,0,-1,0,-1,1,1,1,0,-2,3,2,1,2
16537,-1,0,2,1,-3,0,-2,-2,-1,-2,3,-3,3,2,2,0,-2,-1,-3,1,3,-1,-2,3,2,3
16538,-1,-1,-2,-1,1,0,0,0,1,-2,1,1,3,-3,3,-1,0,-1,-1,-1,0,1,3,-1,2,5
16540,1,0,0,0,-2,1,-1,0,-2,0,0,-1,1,1,2,0,1,0,0,1,-1,0,0,-2,3,5
16544,-2,0,0,0,0,1,1,0,1,0,-1,-1,3,0,-1,-1,-1,0,-1,1,1,-2,0,0,2,4
16545,0,1,2,0,0,0,1,0,-1,-2,1,-2,0,3,-2,1,-1,0,-3,0,-1,0,2,0,-1,3
16547,-1,1,2,-1,-1,0,0,1,1,-1,-1,1,1,-2,-1,-1,-1,1,2,0,-1,-2,1,2,2,2
