Response Id,You regularly make new friends.,You spend a lot of your free time exploring various random topics that pique your interest,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"You usually stay calm, even under a lot of pressure","At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You are very sentimental.,You like to use organizing tools like schedules and lists.,Even a small mistake can cause you to doubt your overall abilities and knowledge.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You are not too interested in discussing various interpretations and analyses of creative works.,You are more inclined to follow your head than your heart.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You rarely worry about whether you make a good impression on people you meet.,You enjoy participating in group activities.,You like books and movies that make you come up with your own interpretation of the ending.,Your happiness comes more from helping others accomplish things than your own accomplishments.,You are interested in so many things that you find it difficult to choose what to try next.,You are prone to worrying that things will take a turn for the worse.,You avoid leadership roles in group settings.,You are definitely not an artistic type of person.,You think the world would be a better place if people relied more on rationality and less on their feelings.,You prefer to do your chores before allowing yourself to relax.,You enjoy watching people argue.,You tend to avoid drawing attention to yourself.,Your mood can change very quickly.,You lose patience with people who are not as efficient as you.,You often end up doing things at the last possible moment.,"You have always been fascinated by the question of what, if anything, happens after death.",You usually prefer to be around others rather than on your own.,You become bored or lose interest when the discussion gets highly theoretical.,You find it easy to empathize with a person whose experiences are very different from yours.,You usually postpone finalizing decisions for as long as possible.,You rarely second-guess the choices that you have made.,"After a long and exhausting week, a lively social event is just what you need.",You enjoy going to art museums.,You often have a hard time understanding other people’s feelings.,You like to have a to-do list for each day.,You rarely feel insecure.,You avoid making phone calls.,You often spend a lot of time trying to understand views that are very different from your own.,"In your social circle, you are often the one who contacts your friends and initiates activities.","If your plans are interrupted, your top priority is to get back on track as soon as possible.",You are still bothered by mistakes that you made a long time ago.,You rarely contemplate the reasons for human existence or the meaning of life.,Your emotions control you more than you control them.,"You take great care not to make people look bad, even when it is completely their fault.",Your personal work style is closer to spontaneous bursts of energy than organized and consistent efforts.,"When someone thinks highly of you, you wonder how long it will take them to feel disappointed in you.",You would love a job that requires you to work alone most of the time.,You believe that pondering abstract philosophical questions is a waste of time.,"You feel more drawn to places with busy, bustling atmospheres than quiet, intimate places.",You know at first glance how someone is feeling.,You often feel overwhelmed.,You complete things methodically without skipping over any steps.,You are very intrigued by things labeled as controversial.,You would pass along a good opportunity if you thought someone else needed it more.,You struggle with deadlines.,You feel confident that things will work out for you.,Personality
7698,0,0,-1,-1,-2,1,-2,0,2,0,-2,2,3,-1,1,2,-1,0,-3,-2,1,2,0,0,-2,2,2,0,1,2,-1,0,-1,0,-2,-3,-2,-1,2,-2,1,2,-2,0,-2,0,-1,0,0,0,1,0,-1,-1,2,0,0,3,-2,-1,INTP
7706,0,0,1,1,2,-1,-2,0,-3,0,2,-2,-1,2,-1,0,0,-2,-1,-3,0,2,0,0,-1,-2,2,0,0,1,1,0,-2,0,2,-1,1,-1,0,-2,0,0,2,1,-1,0,2,0,-2,1,0,0,2,0,2,0,0,-1,-1,2,INTP
7714,0,0,-1,1,-3,1,-1,0,-3,0,-2,-1,2,1,-2,3,-2,2,1,1,0,-3,0,-1,2,-1,2,0,1,0,-1,0,-1,0,2,0,-1,0,3,-3,0,-3,-1,-3,2,0,1,0,1,0,0,0,1,0,0,0,1,0,1,-1,ENTP
7719,0,0,3,-1,2,-2,0,0,0,0,0,-2,2,1,1,1,-1,0,0,-2,0,0,0,0,0,-2,2,0,1,1,1,0,0,0,3,1,0,-3,1,-2,1,0,2,-1,-2,0,3,-1,-1,0,0,0,1,0,-1,0,0,1,-2,0,INTP
7725,0,0,-3,1,0,-3,0,0,3,0,-1,0,0,-1,2,0,1,1,2,-1,0,1,0,0,1,-1,1,0,-2,2,0,0,-2,0,1,1,1,-2,0,2,0,-2,-1,2,-1,0,-1,0,1,0,0,0,2,0,1,1,0,0,-2,-2,ENTP
7727,0,1,-2,0,1,0,0,0,3,0,-2,1,2,-3,-3,-2,1,1,-2,0,0,0,0,0,0,0,3,0,-1,-1,1,0,1,0,-1,-1,2,2,0,0,0,1,-2,1,-2,0,2,0,0,0,0,0,-1,0,2,0,0,0,1,0,ENTJ
7736,0,0,-3,-1,0,1,0,0,0,1,-1,-2,-1,-2,1,-2,2,3,0,-2,0,2,0,0,1,3,2,0,0,-2,-2,0,-2,0,-3,3,1,1,2,0,2,-1,-2,-1,-1,0,-1,0,-1,0,0,0,-1,0,0,0,-1,2,0,-1,ENTJ
7738,1,0,1,-1,0,1,-1,0,1,0,-2,0,-2,-1,-1,1,0,-1,2,3,0,2,0,0,-2,1,1,0,1,2,-3,0,1,0,2,-2,0,2,2,-2,2,1,-2,0,3,0,2,-1,1,0,1,0,-3,0,0,0,-1,1,3,-2,INTJ
7742,-1,0,1,0,-1,0,-3,1,2,-1,1,-3,-1,1,0,-3,1,1,-1,0,0,1,1,0,0,1,-2,0,2,2,-1,0,1,0,-1,0,-1,-2,-3,1,0,1,1,2,-2,-1,-1,0,0,1,0,0,2,0,0,0,0,3,3,3,INTJ
7744,0,0,3,-1,1,1,-2,-1,2,0,-2,0,0,-2,1,-1,1,0,0,2,0,1,0,0,1,-1,1,0,-3,-3,-1,0,-2,0,-3,2,2,1,2,-2,1,-1,0,-1,0,0,-2,0,2,0,0,-1,-2,0,-3,-1,0,3,1,-1,ISFP
7745,0,0,-1,0,0,-1,-1,0,2,0,-3,1,-2,-2,0,1,-2,0,1,-1,0,1,0,0,0,0,0,1,0,0,0,0,-1,0,1,1,-2,2,-1,-2,1,1,0,1,1,0,1,0,0,0,0,0,-2,1,3,0,0,-2,0,-1,INTJ
7746,0,1,1,0,-1,-1,-3,-1,1,-1,1,2,1,-1,1,-2,-2,2,-2,1,0,-1,0,0,1,-1,1,0,0,0,-1,0,-1,0,0,1,3,-1,1,-1,1,-2,1,3,-2,-1,-3,1,1,0,0,0,-1,0,-1,0,0,3,0,-1,ISFP
7750,-1,1,0,1,-2,0,-2,0,2,0,-2,-1,0,0,3,0,2,1,1,-1,0,0,0,0,3,-1,1,0,-1,-1,2,0,-2,0,-1,1,0,0,2,-1,0,0,-1,2,-1,0,0,0,-2,0,1,0,-1,0,-2,0,0,2,1,0,ISFP
7754,0,0,1,-1,3,-1,-1,0,-1,0,1,2,1,2,0,2,1,-1,-3,0,0,1,0,0,2,0,-1,0,2,2,1,-1,0,0,-2,-2,1,-1,1,0,1,-3,2,3,-1,0,-1,0,-2,0,-1,0,1,1,2,0,0,0,1,2,INTP
7757,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1,1,1,-3,-2,-1,1,-1,0,1,2,0,0,0,0,-2,0,1,0,1,3,1,-2,2,2,2,-1,2,0,0,0,0,0,1,0,0,1,1,0,-2,0,0,-1,-1,-1,ENTJ
7758,0,0,2,1,0,-1,0,0,-1,0,0,-2,2,-1,2,0,1,-2,1,0,0,0,0,0,-2,-2,1,0,1,2,-1,0,-2,0,2,2,0,-1,1,-2,-1,1,0,-1,-2,0,1,0,-2,0,0,0,2,-1,0,0,0,1,-1,2,INTP
7761,0,0,-2,-1,-2,0,-1,0,3,0,0,1,0,-2,-2,2,-3,-2,-1,1,0,0,0,0,-1,1,1,0,0,1,-2,0,0,-1,0,-1,0,-2,0,0,1,2,0,2,-1,0,-1,1,1,0,0,0,-1,0,1,0,0,1,-1,2,INTP
7762,0,0,-1,2,-2,-1,0,0,0,0,-1,2,-2,2,0,-2,2,-1,2,-2,0,1,0,0,1,2,1,0,0,2,0,0,0,0,3,1,1,0,0,0,-2,-2,0,1,0,0,-3,0,1,0,0,0,2,0,-3,-1,0,2,-1,-2,ENTP
7765,0,0,-3,-1,2,1,-2,0,2,0,-2,-2,1,-2,-3,0,-1,0,0,-2,0,-2,0,0,1,2,1,0,2,-3,3,0,-1,0,-1,2,0,-1,1,1,1,-1,0,1,-3,0,2,0,2,0,0,0,0,0,2,0,0,0,1,-3,ENTJ
7773,0,0,-3,2,-1,1,-1,0,1,0,0,3,-3,-1,0,-1,0,-1,3,-1,0,1,0,0,3,0,1,0,1,1,-1,0,-1,0,1,1,0,-1,-1,2,1,0,0,3,2,0,-1,0,-1,0,0,0,-1,-1,2,1,0,2,-2,-2,ENTP
7777,0,0,-2,-1,2,0,1,-1,0,0,-2,0,1,-2,-1,1,-1,-3,2,1,0,1,0,0,-1,1,0,0,2,1,-2,1,-1,0,0,0,-1,1,2,-1,0,0,-3,1,3,0,-1,-1,1,0,0,-1,-2,0,3,0,0,-3,0,-2,INTJ
7780,0,0,0,-2,2,1,0,0,-1,0,1,1,1,0,0,-1,1,2,-1,-1,0,2,0,0,-1,0,2,0,1,-2,2,0,1,0,1,0,0,-1,2,1,0,-3,-1,-2,-1,0,2,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,ENTJ
7781,0,-1,-2,-1,0,2,0,0,1,0,-1,0,-2,2,3,2,2,1,1,0,0,0,0,0,0,-2,-1,0,-1,-1,-3,0,-1,0,-1,2,1,0,0,1,1,0,0,0,2,0,2,0,2,0,0,0,0,-1,1,0,0,2,1,1,ISFP
7782,0,0,-3,1,0,3,2,0,-2,0,-2,1,1,-1,-2,-1,-1,2,1,0,0,2,0,1,2,1,1,0,2,1,1,0,1,0,0,0,1,1,2,0,2,1,2,-1,-2,0,-1,1,1,0,0,0,2,1,-1,0,0,-1,1,-1,ENTJ
7794,-1,0,0,1,0,-1,-1,0,0,0,2,0,1,2,1,1,1,-1,-2,-2,0,1,0,0,-2,-1,1,0,0,1,0,0,-2,0,0,-1,0,-2,0,0,1,0,-2,2,-2,0,-1,0,0,0,0,0,2,0,3,0,0,0,-2,0,INTP
7795,0,0,2,1,0,-2,-1,0,-1,0,3,-2,2,1,1,2,2,-1,-1,0,1,1,0,0,1,-2,0,0,0,2,-2,0,0,0,0,-1,2,-3,1,2,0,-2,2,2,0,0,-1,0,-2,0,0,0,3,0,1,0,0,2,2,2,INTP
7796,0,1,-1,1,1,-3,-2,-1,-2,0,1,-1,3,2,-1,2,2,-1,-1,-3,0,3,0,0,-2,-2,2,0,1,2,1,0,-1,0,3,0,1,0,2,0,-1,-3,3,2,-2,0,2,0,0,1,0,0,1,0,1,0,0,1,1,2,INTP
7797,0,0,-1,0,1,-1,0,0,2,0,-2,1,-2,1,0,0,-1,3,0,0,1,2,0,0,1,-1,0,0,-1,0,-1,0,-1,0,0,1,1,2,1,-2,1,0,-1,-3,1,0,0,1,0,0,0,0,-2,0,2,0,0,-1,-1,3,ISFP
7798,0,0,-1,-1,0,2,0,0,3,0,0,-1,2,-3,-2,0,0,0,1,-3,0,-1,0,0,-1,0,1,0,0,0,1,0,1,0,0,1,0,2,2,-1,-1,-2,1,3,-1,0,0,0,2,0,0,0,-2,0,3,0,0,-2,0,0,ENTJ
7806,0,0,0,1,-1,-2,-1,0,2,0,0,0,-2,0,1,-3,0,1,0,-1,0,1,0,0,2,1,1,0,0,0,1,0,-1,-1,0,1,1,-1,1,1,0,0,-1,1,1,-1,0,-1,-2,0,0,-1,2,0,1,0,0,0,-2,0,ENTP
7809,0,0,-2,0,2,2,-1,-1,0,0,-2,3,1,-3,1,-1,1,0,2,-1,0,3,0,0,0,2,0,0,2,1,1,0,2,0,1,1,1,-3,1,0,1,0,1,-1,1,0,1,0,1,0,0,0,2,0,-1,0,0,-2,-1,1,ENTJ
7812,0,0,1,-1,0,0,0,0,-2,0,-1,-1,0,-2,0,-1,1,0,-2,-1,0,2,0,0,-1,0,0,0,1,-2,0,0,1,-1,1,0,1,-1,0,0,0,-2,0,-1,2,1,-1,0,2,0,0,0,-3,0,-1,0,0,-3,-2,-2,ENTJ
7815,0,0,-1,2,3,-1,-1,-1,-2,0,1,-1,1,2,0,2,0,0,1,-1,0,0,0,0,-2,0,0,0,1,1,1,0,-2,0,1,-2,0,-1,-1,-1,2,-1,1,0,-2,1,1,0,-1,-1,0,0,1,0,0,0,0,2,-1,2,INTP
7820,-1,0,-1,0,0,0,-1,0,0,0,0,3,2,0,2,-3,1,-1,-2,-1,0,1,0,0,-1,3,0,0,2,-1,-2,0,3,0,3,3,3,0,1,0,1,0,2,-1,-2,0,0,0,1,0,0,0,1,0,-1,0,0,1,-2,-2,ENTJ
7828,0,0,1,-2,2,0,2,0,-2,0,1,0,1,-2,-1,-1,0,1,-1,0,0,2,0,0,-1,1,0,0,1,-2,1,0,0,0,1,0,0,-1,2,2,0,-3,2,-2,0,1,2,0,3,1,0,0,-1,0,-1,0,0,-2,-2,0,ENTJ
7833,0,0,-1,-2,-3,-1,-2,0,2,-1,0,-2,2,-1,-2,3,-1,-1,0,-1,0,1,0,1,-1,-1,0,0,0,-2,-2,0,1,0,2,1,1,-1,2,0,-1,2,0,2,-2,0,-2,0,1,0,1,0,1,0,2,0,-1,1,-1,2,INTP
7839,0,0,-2,0,-1,-3,-2,0,1,0,-2,-2,0,-1,-1,1,0,-2,-1,1,0,-1,1,0,-1,1,1,0,1,2,0,0,-2,0,2,0,-2,0,2,-1,-2,0,1,2,-1,0,0,0,1,0,0,0,1,0,2,0,0,1,-1,0,INTP
7843,0,0,0,-2,0,1,-1,0,2,0,-1,0,-1,0,1,-1,-1,1,1,2,0,-1,0,0,3,-1,-1,0,-2,-2,-1,0,-1,0,-1,1,1,1,3,-2,1,1,-2,0,-1,-1,1,0,0,0,0,0,0,0,1,0,0,-2,-1,-1,ISFP
7847,0,-1,-1,-1,0,2,-2,0,2,-1,-2,2,0,-1,0,-1,-1,1,2,0,0,2,0,0,1,1,0,0,1,-1,-2,0,-1,0,-1,3,0,3,1,-3,1,0,-2,-2,2,-1,1,0,1,0,0,0,-1,0,2,0,0,-3,-1,1,ISFP
7848,0,0,0,0,1,3,-2,0,0,0,0,-1,0,0,1,0,2,2,1,-2,0,-1,1,0,0,1,0,0,0,-1,2,0,0,0,0,2,0,2,2,-2,1,-2,2,3,0,-1,0,0,0,0,0,0,-1,0,2,0,0,1,1,-2,ENTJ
7849,0,0,-2,0,2,1,1,1,3,1,-3,-1,2,1,-2,0,0,1,-2,0,0,-2,0,0,0,1,2,0,-1,1,1,0,2,0,0,0,2,-1,3,-2,2,-1,0,1,-2,0,3,-1,0,0,0,0,0,0,1,0,0,2,1,-2,ENTJ
7850,0,0,-1,-1,1,0,2,0,0,0,1,-2,1,-1,-2,1,-1,2,3,-3,0,-1,0,0,0,0,0,0,3,-1,1,0,0,-1,0,0,3,2,0,-2,1,-3,-1,0,-3,0,2,-1,0,0,0,0,-1,0,1,0,0,0,-1,-2,ENTJ
7855,0,0,-2,-1,2,3,0,0,1,0,-1,-3,0,-1,-1,2,2,1,1,-1,0,-2,1,0,-1,1,1,0,0,-2,0,0,-2,0,-3,1,0,1,2,0,-2,-3,2,3,-2,-1,0,0,2,0,0,0,-1,0,3,0,0,-1,0,-3,ENTJ
7861,0,0,-1,2,0,-3,-1,0,0,0,-3,1,-1,2,2,0,3,-1,2,0,1,0,0,1,0,2,2,0,-2,-1,3,0,-2,0,3,0,3,0,-1,-1,0,-2,-2,-1,-2,0,0,1,2,0,0,0,2,1,0,1,0,1,-1,-1,ENTP
7863,0,-1,2,1,-2,-1,-2,0,0,0,0,-1,1,1,1,0,0,-1,-2,-1,0,0,0,0,0,1,2,0,1,-1,2,-1,0,0,0,-1,2,-2,1,-1,3,0,2,1,1,0,3,-1,-3,0,0,0,0,0,1,0,0,-1,-2,1,INTP
7866,0,0,-1,2,0,-2,-2,0,3,0,-1,1,2,2,-1,2,0,-1,2,-2,-1,2,0,0,3,2,0,1,-2,1,0,0,0,0,3,3,-1,-1,1,3,0,0,-1,-1,-1,0,-1,0,0,0,0,0,-1,1,-1,0,0,2,-1,0,ENTP
7870,0,0,-1,-1,1,3,0,0,-1,0,-3,-2,1,-1,-2,-2,2,1,0,-2,0,2,0,0,1,3,-1,0,1,0,0,0,1,0,-1,0,3,-2,0,2,-1,-2,1,-1,-2,0,1,0,2,0,0,0,1,0,-2,0,0,0,0,-1,ENTJ
7873,0,0,-2,-3,-1,-2,-1,0,2,0,0,0,-2,1,-1,1,0,0,2,1,0,2,0,0,1,-2,0,0,2,-2,-2,0,-1,0,0,-1,-1,1,0,0,1,2,-1,0,0,0,0,0,-1,0,0,0,-3,0,3,0,0,-3,1,-2,INTJ
7882,0,0,-1,-3,1,-2,0,0,-1,0,0,-2,2,0,0,1,-2,0,1,-2,0,1,0,0,-3,2,2,0,2,2,-1,0,-1,0,2,0,-2,1,1,-2,-1,-2,1,-1,2,0,-1,0,0,0,1,0,2,0,2,0,0,2,1,3,INTP
7883,0,-1,-1,1,0,-1,-2,0,2,0,-1,3,-1,1,0,-3,1,-1,0,0,0,2,0,0,2,0,2,-1,-2,-2,1,0,-2,0,1,0,1,1,1,0,-1,-1,0,2,0,-1,-1,0,-3,0,0,0,1,0,0,0,0,1,-1,0,ENTP
7885,0,0,0,-1,-1,1,-1,0,0,0,-3,2,1,0,0,0,3,1,2,2,0,0,-1,0,1,-1,1,0,-2,-1,2,0,-2,0,0,0,0,0,2,0,-3,-2,-1,2,3,0,1,-1,-2,0,0,0,-1,0,0,0,1,1,0,-1,ISFP
7890,-1,0,1,1,0,2,-1,0,1,0,-1,1,2,-1,1,2,0,-1,-1,2,0,2,0,0,-1,-1,1,0,-1,-2,1,0,1,1,-2,1,3,-2,2,-1,-1,1,0,1,2,-1,1,0,-3,0,0,0,0,0,-2,0,0,1,-3,-2,ISFP
7895,0,0,3,0,-3,0,-2,0,1,0,-1,1,-1,-1,0,0,-3,-2,-2,1,0,-2,-1,-1,-2,0,-1,0,1,-2,-2,1,2,0,2,0,0,1,-2,-1,-3,3,0,1,2,0,-1,0,1,0,0,0,-3,0,3,0,0,0,-1,-2,ENTP
7897,0,0,-2,1,-1,0,-2,0,0,0,-3,1,2,0,2,1,2,1,-1,-1,0,-1,0,0,2,-1,0,0,0,-3,-2,0,0,0,-2,2,2,0,-1,-1,-1,-1,-1,-1,1,0,1,0,3,0,0,0,1,0,1,-1,1,2,-1,0,ENTP
7901,0,0,-2,-2,0,0,-1,0,0,0,1,0,2,0,0,0,1,-2,0,2,0,2,0,-1,-1,2,2,0,1,3,-1,0,-1,1,0,2,-2,0,2,-2,1,-1,0,2,-2,0,-1,0,0,0,0,0,0,0,3,1,0,1,-2,0,INTP
7907,0,0,-2,1,-1,-3,0,0,-1,0,0,-1,2,0,1,0,0,2,1,0,0,1,0,-1,1,0,0,0,0,0,-2,0,-1,0,-2,2,0,-2,-3,0,1,-2,1,-2,-1,0,2,0,1,0,0,0,0,0,-1,0,0,1,-3,-1,ENTP
7911,0,0,0,-1,0,-1,-1,0,-1,0,0,-1,-1,-1,0,-1,1,2,-1,0,0,3,0,0,-1,-2,0,0,-2,-1,-2,1,0,0,0,-1,0,-2,-2,-2,-2,-3,-1,3,-3,1,-1,0,-1,0,-1,0,-1,0,0,0,0,0,2,2,INTJ
7913,0,0,0,2,-1,-2,1,0,1,0,1,0,-1,1,-3,2,2,0,-2,-1,0,-2,0,-1,1,0,2,0,-1,-1,-2,0,-3,0,0,1,0,-2,-1,-2,-1,-1,-1,-1,2,0,1,0,-1,0,0,1,1,0,-2,0,0,1,0,1,ENTP
7914,0,0,1,1,1,-1,-1,0,1,0,0,3,0,-1,2,0,0,1,2,1,1,2,0,0,1,1,0,1,1,0,1,0,-2,0,1,-1,1,-2,3,0,-2,-2,-1,2,1,0,0,0,-1,0,0,-1,1,0,1,0,0,-1,-1,-1,ENTP
7915,0,0,-1,3,-1,3,-2,0,2,0,0,2,-1,1,0,-1,0,2,-1,2,0,0,-1,0,2,-1,1,0,1,-1,1,0,-3,0,-2,2,2,-1,2,0,-1,-3,2,2,1,0,-3,0,1,0,0,0,-3,0,0,0,0,1,-2,1,ISFP
7919,0,0,-1,-1,1,-1,-1,0,3,0,0,2,1,0,-1,-2,-1,2,0,0,0,0,-1,0,0,1,0,0,2,0,3,0,2,0,1,1,-1,1,2,-3,1,1,-1,0,-1,0,1,0,1,0,0,0,-3,0,1,0,0,3,1,1,ENTJ
7920,0,0,1,3,3,-1,0,-1,0,0,0,1,-1,-1,0,1,1,-1,0,1,0,-1,0,0,0,0,0,0,1,2,0,0,-1,0,1,1,1,-1,0,0,2,0,1,2,-2,0,1,0,-1,0,0,0,3,0,2,0,0,1,0,2,INTP
7928,0,0,-1,-2,-2,1,0,0,1,0,0,0,0,0,0,-1,-1,2,1,0,0,-1,0,0,1,-1,0,0,-2,-2,0,0,-3,0,-2,2,3,-1,3,-3,1,1,-1,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,-3,-1,ISFP
7929,0,0,-1,-1,1,2,0,0,0,0,-2,2,1,-1,-2,0,2,0,-1,-1,0,2,0,0,3,2,3,0,3,-1,-1,1,2,0,2,1,1,-3,-1,1,0,-3,3,1,0,0,1,0,1,0,0,-1,3,0,-1,0,1,-1,-1,1,ENTJ
7931,1,0,-1,0,1,3,-1,0,2,0,1,-3,0,-1,-2,1,0,3,2,-1,0,0,0,0,0,1,-1,0,0,0,-1,0,0,0,1,3,1,2,2,-3,0,-3,0,0,-1,0,1,0,1,0,0,0,-2,0,1,0,0,2,1,-2,ENTJ
7936,0,-1,0,-1,2,2,2,0,1,0,-3,2,2,-2,-2,1,1,2,0,-1,0,2,0,0,2,1,0,0,3,0,0,1,1,0,1,2,2,-1,-2,1,2,0,1,1,-2,0,1,0,3,0,0,0,1,0,-1,0,0,0,0,-1,ENTJ
7937,-1,1,0,-2,2,0,1,0,-2,0,1,-2,0,-2,-1,0,1,-1,-1,0,0,3,0,0,1,1,2,0,0,-3,-2,0,2,0,2,-1,1,-1,-1,0,0,-3,0,-2,0,0,1,0,1,-1,0,1,-1,1,0,0,1,0,-1,-2,ENTJ
7939,0,0,0,0,-1,1,1,0,0,0,0,0,-1,1,-1,-1,0,1,-1,-1,0,0,0,0,2,-2,-1,1,-1,0,2,0,1,0,-1,-1,1,1,1,-2,-3,0,3,0,2,0,-1,0,-3,0,0,-1,-2,0,1,0,0,-1,-2,-1,ISFP
7943,0,0,1,0,-1,-3,-2,0,0,0,-1,0,0,-2,0,-3,2,1,-1,-2,-1,1,0,0,0,3,0,0,-3,-1,2,0,0,0,0,1,3,-2,2,0,-1,-3,-3,1,0,0,-1,0,0,0,-1,1,3,0,2,0,0,3,-3,-1,ENTP
7948,1,0,1,0,1,1,-2,0,0,0,1,0,1,0,0,1,1,1,3,2,0,2,0,0,-2,-1,0,0,-1,2,-1,0,-2,0,0,0,0,-3,-1,-2,-3,-2,-2,2,-3,0,-2,0,0,0,0,1,2,0,1,0,0,2,1,2,INTJ
7951,0,0,-1,-1,-1,-1,1,0,2,0,0,-2,1,-3,0,3,-2,-1,1,1,0,1,0,1,1,2,1,-1,1,1,0,0,-1,0,-1,0,-1,2,1,-2,-1,0,-3,1,0,0,2,0,2,0,0,0,0,0,3,0,-1,0,1,0,INTJ
7952,0,0,2,2,-2,2,-3,0,1,0,3,0,0,-2,0,-1,2,0,-2,0,0,2,-1,0,2,-2,-1,0,-1,0,0,0,1,-1,-2,1,2,0,2,-2,-1,1,2,-1,1,0,2,0,-1,0,1,0,1,0,-3,-1,0,3,-1,-3,ISFP
7953,0,0,1,3,-1,-2,-2,0,2,0,-2,0,1,0,2,0,1,1,0,1,0,0,0,-1,1,2,0,0,-2,-1,1,0,0,0,2,0,2,-3,1,0,-2,-1,-3,0,2,-1,-1,0,0,0,0,0,2,0,1,0,0,2,-1,-2,ENTP
7957,0,0,2,0,1,-1,-3,0,2,-1,-3,-1,-3,2,2,-3,-1,1,1,2,0,2,0,0,-1,1,1,1,2,0,0,0,0,0,0,1,-1,-1,-2,1,0,-1,-1,1,-2,-1,0,0,1,0,0,1,2,0,2,1,0,0,2,2,INTJ
7960,0,0,-2,1,0,0,1,-1,1,0,0,-2,1,0,0,0,0,3,1,-1,0,1,0,-1,1,-1,2,0,2,0,-1,0,-2,0,-3,1,0,-1,-1,0,-1,-3,-2,-1,2,0,1,0,-1,0,0,0,0,1,-3,0,0,1,-1,1,ENTP
7962,0,0,1,1,-3,-1,0,0,3,0,1,0,1,1,1,0,1,0,-3,0,0,2,0,0,1,-1,1,0,-1,1,1,0,0,1,-2,2,1,0,1,-2,0,0,3,0,1,0,-1,0,-2,0,1,1,-1,0,-2,1,0,2,-1,1,ISFP
7967,0,0,-2,2,1,-3,0,1,1,0,-1,-2,0,-1,-3,-3,1,-1,-1,1,0,1,-1,0,1,-2,3,0,-1,-2,2,0,-1,0,-2,0,3,0,-3,0,-2,-1,-2,1,0,0,1,0,1,0,0,0,2,0,-2,1,0,3,-2,2,ENTP
7971,0,0,-1,-1,-1,-3,-2,0,0,0,-2,-1,1,1,-1,-1,1,1,3,-1,0,1,1,-1,1,-2,2,0,-2,-3,1,0,-1,0,-2,1,2,-1,-3,0,-2,-1,-2,1,0,-1,0,0,3,0,0,0,1,0,-2,0,0,3,-3,-1,ENTP
7979,0,0,-1,-2,1,0,-1,0,0,0,-3,0,1,1,-1,0,2,0,1,-1,0,-1,0,0,-1,1,2,0,2,-1,2,0,0,0,-1,0,1,3,2,-2,1,-2,-1,1,-2,1,2,0,1,0,0,0,-3,0,2,0,0,1,1,-2,ENTJ
7980,0,0,0,1,2,-1,-1,0,0,0,0,-1,-1,1,0,1,0,2,0,0,0,2,0,0,-1,0,1,0,2,2,1,0,-1,0,0,-2,3,-1,1,0,1,1,1,-1,-2,1,1,0,-1,0,0,0,2,0,1,0,0,1,-2,0,INTP
7990,0,0,0,0,-1,2,-3,-1,1,0,-1,1,2,0,2,-1,2,0,0,3,0,0,0,0,2,-2,-2,0,-2,-1,0,0,-2,0,-2,0,0,0,0,-2,-3,-2,1,2,1,0,0,1,0,0,0,0,-2,0,-2,0,0,1,-3,-3,ISFP
7991,0,0,-2,-1,-1,2,0,0,-2,0,0,3,1,0,0,-1,0,1,-2,-2,0,0,0,0,0,3,0,0,2,-2,-1,0,1,0,2,3,0,0,3,-1,2,-2,0,-1,-1,0,0,0,2,0,0,0,1,0,1,0,0,-1,-2,-1,ENTJ
7994,0,0,3,1,-1,2,-2,1,1,0,0,1,1,-2,1,-1,1,3,-2,1,0,1,0,0,0,-1,0,0,-3,-3,1,0,0,0,-1,1,0,0,3,0,0,0,0,1,2,0,-1,0,0,0,0,0,1,0,-2,0,0,3,-1,0,ISFP
7999,0,0,-1,-1,-3,-1,2,0,1,0,-1,1,1,-1,0,2,-2,0,2,2,0,2,-1,0,-1,2,1,0,0,2,0,0,-2,0,1,-3,-2,-1,2,-2,0,2,1,1,-1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,INTJ
8003,0,0,2,2,0,-2,0,0,2,0,1,-2,1,1,2,1,0,2,0,1,0,1,0,1,-3,2,-1,0,0,3,-1,0,1,0,-1,0,-2,0,-3,0,-3,0,0,3,-2,0,0,0,2,0,0,0,1,0,2,0,-1,1,2,3,INTJ
8005,0,0,-1,1,-1,1,-1,0,0,0,1,1,-1,1,3,-1,0,1,1,-1,0,0,0,0,1,2,0,0,1,-1,1,-1,-2,0,0,2,0,-3,1,3,-1,-2,-1,1,1,1,-1,0,-3,0,0,0,0,0,2,0,1,1,0,-2,ENTP
8008,0,0,-2,-1,-2,-3,0,0,2,0,-1,-2,0,-1,-3,2,-2,-1,1,0,0,1,0,0,-1,0,1,-1,0,-1,0,0,1,0,3,0,0,-1,1,-1,-3,1,0,2,0,0,2,-1,1,0,1,0,0,0,1,0,0,1,0,1,INTP
8009,0,-1,-2,1,-3,-2,0,0,2,0,-1,-1,0,2,0,-1,3,2,-1,0,0,0,0,0,-2,-3,-2,0,-1,-2,-1,0,-1,0,1,2,2,-3,-2,-2,-1,-1,0,2,-1,0,2,0,1,-1,0,0,2,0,2,1,0,-1,0,1,INTJ
